NP1,NP2,SE,Time
0.060311902921566435,0.17803295231325283,0.10216890004338175,0.0
0.0678877881163939,0.1765239042858569,0.096628948571488,0.004671644678787297
0.0666038186063845,0.1618766996375682,0.0918308106082864,0.010794045693523147
0.0633536974009593,0.1499698282171343,0.0881596934087359,0.01559122953642051
0.0615583593695611,0.139984685277034,0.0853608913861976,0.020409034652357112
0.0589844895187833,0.1308822442238612,0.0835547632474041,0.025229770718842717
0.0568849449505031,0.1275740413351695,0.0820180610458623,0.029790847189542374
0.0552091270246533,0.1242287582205035,0.0811218604999426,0.03455795560951132
0.0517566559577989,0.1203834088198933,0.0802974799046477,0.03911719866123939
0.0541700113986524,0.118737346886966,0.0798930107509044,0.04371206291570273
0.0492451482279734,0.1177510147825904,0.079547673885588,0.04862571714335573
0.0524050021544205,0.1157033476035035,0.0794081812831197,0.053307525880429196
0.0506284505157082,0.1158993728593786,0.0792957229245595,0.0579972768704928
0.0483733396050936,0.1131056902560315,0.0792793026934585,0.06270951489463798
0.0486252731127735,0.1136426399670884,0.079315747721515,0.06744722207332297
0.0490387178778569,0.1106706383073545,0.0794477035044695,0.0721076958388946
0.0516945686331197,0.1122689144481904,0.0795146746996055,0.07699573017004628
0.0491628570341905,0.1092820097006489,0.0796711661069554,0.08177522041440606
0.0513509620074653,0.1120142090930428,0.0797811924075882,0.08642278063073604
0.0474431762487284,0.109798957792667,0.0799880811753145,0.09120774166435497
0.0485780561502201,0.1126422138042223,0.0800869404899694,0.09596903442341938
0.04900757203726,0.1099588692687806,0.0802969013308671,0.10081364635458274
0.0505007432948653,0.1119003519458003,0.0803651986375888,0.1054939625332266
0.048347128575382,0.1098401604340364,0.0805287250925011,0.11038003319716017
0.0501329065897346,0.1115546235710698,0.0806408557632563,0.11522738380536364
0.0490781733751247,0.1092475269511866,0.0808652195072058,0.12005326080967277
0.0538604321251724,0.1115062100923935,0.0810131500706515,0.12478684517543534
0.0503659683840096,0.1088657931439113,0.0812400277944796,0.129461594466279
0.0529685339571121,0.1099299602792621,0.0814246593920793,0.1343727573111901
0.0518698382872021,0.1089520656213039,0.0816050976098,0.1390719359916895
0.0526354448668915,0.1107335344952974,0.0817972557866696,0.14363253171381446
0.0536314641625077,0.1106791849647615,0.0818899299940061,0.14857058567077397
0.0532054974751829,0.1124794017052449,0.0821460589745477,0.15326168231261847
0.0541913723561873,0.1105466283381782,0.0822541703495704,0.15817192749114656
0.0552620555960288,0.1122729035791135,0.0825087120923067,0.1628461311112552
0.0595027340620553,0.1110671951615244,0.0826028660148874,0.16756391212761357
0.0549059532263472,0.1129290679838505,0.0827598028728471,0.1723268532556959
0.0574441222337771,0.1112170970425502,0.0829053423393411,0.1771237807853666
0.055739276946411,0.1134345022982062,0.0830111086985096,0.18179521858732167
0.0598777622239738,0.1110619258045406,0.0830835737845004,0.18649257452419998
0.0593300707620576,0.1136984995782611,0.0831566328046377,0.1912433893300502
0.0596123666501441,0.1131416007551681,0.0832319088375803,0.19598306168076737
0.059628328288606,0.1140854639921988,0.0832866531814942,0.20077782892259596
0.0660118252845994,0.1145039354390352,0.0833211474430868,0.20563577925279844
0.0636141058985053,0.1146374980984204,0.083330681110162,0.21050196611403063
0.0668971143381311,0.1145502572679523,0.0832127851820885,0.2151190727489659
0.0683721611902526,0.1169835765614524,0.0832058422967212,0.22005843901120464
0.0673716706025763,0.1180445070652745,0.0831806154558622,0.2247623137298861
0.0700039403173825,0.1168824153016198,0.0832233377534322,0.229420601682674
0.0693122022596469,0.1176626109471322,0.0831287025393879,0.23406430092905417
0.072098632938843,0.1195180340885327,0.083143832499757,0.23863208263149674
0.0774490789682611,0.1226791879911032,0.083188689888181,0.2433391303465722
0.0776412961520359,0.1231072554554523,0.0832148639516011,0.24824079704223975
0.0802892261772258,0.1237071574794238,0.0832190214906264,0.25302356680493326
0.0817284395796902,0.1269490503872873,0.0831987048467197,0.25784772834856623
